,concept,type,process_desc,subconcept,content,infos
36,perform qualitative Risk_Analysis ,tools and techniques,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Probability_And_Impact_Matrix,"risks can be prioritized for further Quantitative_Analysis and planning Risk_Responses based on their Risk_Rating. ratings are assigned to risks based on their assessed probability and impact. evaluation of each Risk_Importance and priority for attention is typically conducted using a lookup table or a probability and Impact_Matrix. such a matrix specifies combinations of probability and impact that lead to rating the risks as low, moderate, or high priority. descriptive terms or numeric values can be used depending on Organizational_Preference. each risk is rated on its probability of occurrence and impact on an objective if it does occur. the organization should determine which combinations of probability and Impact_Result in a classification of high risk, Moderate_Risk, and low risk. in a black and white matrix, these conditions are denoted using different shades of gray. specifically in figure 11 - 10, the dark gray area( with the largest numbers) represents high risk: the medium gray area( with the smallest numbers) represents low risk, and the light gray area( with in between numbers) represents Moderate_Risk. usually, these riskrating rules are specified by the organization in advance of the project and included in Organizational_Process_Assets. Risk_Rating_Rules can be tailored in the Plan_Risk_Management_Process to the specific project. as illustrated in figure 11 - 10, an organization can rate a risk separately for each objective( such as cost, time, and scope) . in addition, it may develop ways to determine one overall rating for each risk. finally, opportunities and threats are handled in the same matrix using definitions of the different levels of impact that are appropriate for each. the Risk_Score helps guide Risk_Responses. for example, risks that have a negative impact on objectives, otherwise known as threats if they occur, and that are in the highrisk( dark gray) zone of the matrix, may require Priority_Action and aggressive Response_Strategies. threats found in the lowrisk( medium gray) zone may not require proactive Management_Action beyond being placed in the Risk_Register as part of the Watch_List or adding a Contingency_Reserve. similarly for opportunities, those in the highrisk( dark gray) zone, which may be obtained most easily and offer the greatest benefit, should be targeted first. opportunities in the lowrisk( medium gray) zone should be monitored.",{}
37,perform qualitative Risk_Analysis ,tools and techniques,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Risk_Data_Quality_Assessment,"Risk_Data_Quality_Assessment is a technique to evaluate the degree to which the data about risks is useful for Risk_Management. it involves examining the degree to which the risk is understood and the accuracy, quality, reliability, and integrity of the data about the risk. the use of Lowquality_Risk_Data may lead to a qualitative Risk_Analysis of little use to the project. if Data_Quality is unacceptable, it may be necessary to gather better data. often, the collection of information about risks is difficult, and consumes more time and resources than originally planned. the values used in the example in figure 11 - 10 are representative. the numbers of steps in the scale are usually established when defining the Risk_Attitude of the organization .",{}
38,perform qualitative Risk_Analysis ,tools and techniques,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Risk_Categorization,"risks to the project can be categorized by sources of risk( such as using the rbs) , the area of the project affected( such as using the wbs) , or other useful categories( such as Project_Phase) to determine the areas of the project most exposed to the effects of uncertainty. risks can also be categorized by common Root_Causes. this technique helps determine Work_Packages, activities, Project_Phases or even roles in the project, which can lead to the development of effective Risk_Responses .",{}
39,perform qualitative Risk_Analysis ,tools and techniques,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Risk_Urgency_Assessment,"risks requiring Nearterm_Responses may be considered more urgent to address. indicators of priority may include probability of detecting the risk, time to affect a Risk_Response, symptoms and Warning_Signs, and the Risk_Rating. in some qualitative analyses, the assessment of Risk_Urgency is combined with the Risk_Ranking that is determined from the probability and Impact_Matrix to give a final Risk_Severity_Rating .",{}
40,perform qualitative Risk_Analysis ,tools and techniques,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Expert_Judgment,"Expert_Judgment is required to assess the probability and impact of each risk to determine its location in the matrix shown in figure 11 - 10. experts generally are those having experience with similar, recent projects. gathering Expert_Judgment is often accomplished with the use of Risk_Facilitation_Workshops or interviews. the experts ’ bias should be taken into account in this process .",{}
41,perform qualitative Risk_Analysis ,outputs,"perform qualitative risk analysis is the process of prioritizing risks for further analysis or action by assessing 
and combining their probability of occurrence and impact. the key benefit of this process is that it enables project 
managers to reduce the level of uncertainty and to focus on high-priority risks. the inputs, tools and techniques, 
and outputs of this process are depicted in figure 11-8. figure 11-9 depicts the data flow diagram of the process.
perform qualitative risk analysis assesses the priority of identified risks using their relative probability or 
likelihood of occurrence, the corresponding impact on project objectives if the risks occur, as well as other 
factors such as the time frame for response and the organization risk tolerance associated with the project 
constraints of cost, schedule, scope, and quality. such assessments reflect the risk attitude of the project 
team and other stakeholders. effective assessment therefore requires explicit identification and management 
of the risk approaches of key participants in the perform qualitative risk analysis process. where these risk 
approaches introduce bias into the assessment of identified risks, attention should be paid to identifying bias 
and correcting for it.
establishing definitions of the levels of probability and impact can reduce the influence of bias. the time 
criticality of risk-related actions may magnify the importance of a risk. an evaluation of the quality of the 
available information on project risks also helps to clarify the assessment of the risk importance to the project.
perform qualitative risk analysis is usually a rapid and cost-effective means of establishing priorities for plan 
risk responses and lays the foundation for perform quantitative risk analysis, if required. the perform qualitative 
risk analysis process is performed regularly throughout the project life cycle, as defined in the project risk 
management plan. this process can lead into perform quantitative risk analysis (section 11.4) or directly into plan 

risk responses (section 11.5).",Project_Documents_Updates,"Project_Documents that may be updated include Risk_Register updates as new information becomes available through the qualitative Risk_Assessment, the Risk_Register is updated",{}
42,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Risk_Management_Plan,"the Risk_Management_Plan provides guidelines, methods, and tools to be used in Quantitative_Risk_Analysis .","{0: {'about': 'risk management plan', 'description': 'described in section 11.1.3.1. '}}"
43,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Cost_Management_Plan,the Cost_Management_Plan provides guidelines on establishing and managing Risk_Reserves .,"{0: {'about': 'cost management plan', 'description': 'described in section 7.1.3.1. '}}"
44,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Schedule_Management_Plan,the Schedule_Management_Plan provides guidelines on establishing and managing Risk_Reserves .,"{0: {'about': 'schedule management plan', 'description': 'described in section 6.1.3.1. '}}"
45,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Risk_Register,the Risk_Register is used as a Reference_Point for performing Quantitative_Risk_Analysis .,"{0: {'about': 'risk register', 'description': 'described in section 11.2.3.1. '}}"
46,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Enterprise_Environmental_Factors,"Enterprise_Environmental_Factors may provide insight and context to the Risk_Analysis , such as Industry_Studies of similar projects by Risk_Specialists , and . Enterprise_Environmental_Factors may provide insight and context to the Risk_Analysis , such as Risk_Databases that may be available from industry or proprietary sources","{0: {'about': 'enterprise environmental factors', 'description': 'described in section 2.1.5. '}}"
47,perform Quantitative_Risk_Analysis ,inputs,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Organizational_Process_Assets,"the Organizational_Process_Assets that can influence the Perform_Quantitative_Risk_Analysis_Process include information from prior, similar completed projects .","{0: {'about': 'organizational process assets', 'description': 'described in section 2.1.4. '}}"
48,perform Quantitative_Risk_Analysis ,tools and techniques,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Data_Gathering_And_Representation_Techniques,"• interviewing interviewing techniques draw on experience and historical data to quantify the probability and impact of risks on Project_Objectives . the information needed depends upon the type of Probability_Distributions that will be used . for instance , information would be gathered on the optimistic ( low ) , pessimistic ( high ) , and most likely scenarios for some commonly used distributions . examples of three- Point_Estimates for cost are shown in figure 11 - 13 . additional information on Threepoint_Estimates appears in Estimate_Activity_Durations ( section 6.5 ) and Estimate_Costs ( section 7.2 ) . documenting the rationale of the risk ranges and the assumptions behind them are important components of the Risk_Interview because they can provide insight on the reliability and credibility of the analysis . • Probability_Distributions continuous Probability_Distributions , which are used extensively in modeling and simulation , represent the uncertainty in values such as durations of Schedule_Activities and costs of Project_Components . discrete distributions can be used to represent uncertain eventssuch as the outcome of a test or a possible scenario in a Decision_Tree . two examples of widely used continuous distributions are shown in figure 11 - 14 . these distributions depict shapes that are compatible with the data typically developed during the Quantitative_Risk_Analysis . uniform distributions can be used if there is no obvious value that is more likely than any other between specified high and low boundssuch as in the early Concept_Stage of design .",{}
49,perform Quantitative_Risk_Analysis ,tools and techniques,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Quantitative_Risk_Analysis_And_Modeling_Techniques,"commonly used techniques use both eventoriented and projectoriented Analysis_Approaches, including: • Sensitivity_Analysis_Sensitivity_Analysis helps to determine which risks have the most Potential_Impact on the project. it helps to understand how the variations in Project_Objectives correlate with variations in different uncertainties. conversely, it examines the extent to which the uncertainty of each Project_Element affects the objective being studied when all other uncertain elements are held at their baseline values. the Tornado_Diagram is also helpful in analyzing Risktaking_Scenarios enabled on specific risks whose Quantitative_Analysis highlights possible benefits greater than corresponding identified negative impacts. a Tornado_Diagram is a special type of Bar_Chart used in Sensitivity_Analysis for comparing the relative importance of the variables. in a Tornado_Diagram, the yaxis contains each type of uncertainty at Base_Values, and the xaxis contains the spread or correlation of the uncertainty to the studied output. in this figure, each uncertainty contains a horizontal bar and is ordered vertically to show uncertainties with a decreasing spread from the Base_Values. • expected Monetary_Value_Analysis expected Monetary_Value( emv) analysis is a statistical concept that calculates the average outcome when the future includes scenarios that may or may not happen. the emv of opportunities are generally expressed as positive values, while those of threats are expressed as negative values. emv requires a riskneutral assumption— neither Risk_Averse nor risk seeking. emv for a project is calculated by multiplying the value of each possible outcome by its probability of occurrence and adding the products together. a common use of this type of analysis is a Decision_Tree_Analysis( figure 11 - 16). simulations are typically performed using the Monte_Carlo_Technique. in a simulation, the Project_Model is computed many times( iterated), with the Input_Values( such as Cost_Estimates or Activity_Durations) chosen at random for each iteration from the Probability_Distributions of these variables. a histogram( such as total cost or Completion_Date) is calculated from the iterations. for a Cost_Risk_Analysis, a simulation uses Cost_Estimates. for a Schedule_Risk_Analysis, the Schedule_Network_Diagram and Duration_Estimates are used. the output from a Cost_Risk_Simulation using the threeelement model and Risk_Ranges is shown in figure 11 - 17. it illustrates the respective probability of achieving specific Cost_Targets. similar curves can be developed for other Project_Objectives .","{0: {'about': 'diagram', 'description': ' one typical display of sensitivity analysis is the tornado diagram (figure 11-15), \nwhich is useful for comparing relative importance and impact of variables that have a high degree of \nuncertainty to those that are more stable'}, 1: {'about': 'analysis', 'description': ' a common use of \nthis type of analysis is a decision tree analysis (figure 11-16)'}}"
50,perform Quantitative_Risk_Analysis ,tools and techniques,"perform quantitative risk analysis is the process of numerically analyzing the effect of identified risks on overall 
project objectives. the key benefit of this process is that it produces quantitative risk information to support decision 
making in order to reduce project uncertainty. the inputs, tools and techniques, and outputs of this process are 
depicted in figure 11-11. figure 11-12 depicts the data flow diagram of the process.
perform quantitative risk analysis is performed on risks that have been prioritized by the perform qualitative 
risk analysis process as potentially and substantially impacting the project competing demands. the perform 
quantitative risk analysis process analyzes the effect of those risks on project objectives. it is used mostly to 
evaluate the aggregate effect of all risks affecting the project. when the risks drive the quantitative analysis, the 
process may be used to assign a numerical priority rating to those risks individually.
perform quantitative risk analysis generally follows the perform qualitative risk analysis process. in some 
cases, it may not be possible to execute the perform quantitative risk analysis process due to lack of sufficient 
data to develop appropriate models. the project manager should exercise expert judgment to determine the need 
for and the viability of quantitative risk analysis. the availability of time and budget, and the need for qualitative or 
quantitative statements about risk and impacts, will determine which method(s) to use on any particular project. 
perform quantitative risk analysis should be repeated, as needed, as part of the control risks process to determine 
if the overall project risk has been satisfactorily decreased. trends may indicate the need for more or less focus on 
appropriate risk management activities.",Expert_Judgment,"Expert_Judgment ( ideally Using_Experts with relevant , recent experience ) is required to identify Potential_Cost and Schedule_Impacts , to evaluate probability , and to define inputs such as Probability_Distributions into the tools . Expert_Judgment also comes into play in the interpretation of the data . experts should be able to identify the weaknesses of the tools as well as their strengths . experts may determine when a specific tool may or may not be more appropriate given the Organization_Capabilities and culture .",{}
